"Net generation for all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=vvvvu&geo=000000000002&sec=g&freq=M&start=200101&end=202308&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=0"
"Sat Nov 25 2023 16:37:33 GMT-0500 (Eastern Standard Time)"
"Source: U.S. Energy Information Administration"
"description","units","source key","Jan 2001","Feb 2001","Mar 2001","Apr 2001","May 2001","Jun 2001","Jul 2001","Aug 2001","Sep 2001","Oct 2001","Nov 2001","Dec 2001","Jan 2002","Feb 2002","Mar 2002","Apr 2002","May 2002","Jun 2002","Jul 2002","Aug 2002","Sep 2002","Oct 2002","Nov 2002","Dec 2002","Jan 2003","Feb 2003","Mar 2003","Apr 2003","May 2003","Jun 2003","Jul 2003","Aug 2003","Sep 2003","Oct 2003","Nov 2003","Dec 2003","Jan 2004","Feb 2004","Mar 2004","Apr 2004","May 2004","Jun 2004","Jul 2004","Aug 2004","Sep 2004","Oct 2004","Nov 2004","Dec 2004","Jan 2005","Feb 2005","Mar 2005","Apr 2005","May 2005","Jun 2005","Jul 2005","Aug 2005","Sep 2005","Oct 2005","Nov 2005","Dec 2005","Jan 2006","Feb 2006","Mar 2006","Apr 2006","May 2006","Jun 2006","Jul 2006","Aug 2006","Sep 2006","Oct 2006","Nov 2006","Dec 2006","Jan 2007","Feb 2007","Mar 2007","Apr 2007","May 2007","Jun 2007","Jul 2007","Aug 2007","Sep 2007","Oct 2007","Nov 2007","Dec 2007","Jan 2008","Feb 2008","Mar 2008","Apr 2008","May 2008","Jun 2008","Jul 2008","Aug 2008","Sep 2008","Oct 2008","Nov 2008","Dec 2008","Jan 2009","Feb 2009","Mar 2009","Apr 2009","May 2009","Jun 2009","Jul 2009","Aug 2009","Sep 2009","Oct 2009","Nov 2009","Dec 2009","Jan 2010","Feb 2010","Mar 2010","Apr 2010","May 2010","Jun 2010","Jul 2010","Aug 2010","Sep 2010","Oct 2010","Nov 2010","Dec 2010","Jan 2011","Feb 2011","Mar 2011","Apr 2011","May 2011","Jun 2011","Jul 2011","Aug 2011","Sep 2011","Oct 2011","Nov 2011","Dec 2011","Jan 2012","Feb 2012","Mar 2012","Apr 2012","May 2012","Jun 2012","Jul 2012","Aug 2012","Sep 2012","Oct 2012","Nov 2012","Dec 2012","Jan 2013","Feb 2013","Mar 2013","Apr 2013","May 2013","Jun 2013","Jul 2013","Aug 2013","Sep 2013","Oct 2013","Nov 2013","Dec 2013","Jan 2014","Feb 2014","Mar 2014","Apr 2014","May 2014","Jun 2014","Jul 2014","Aug 2014","Sep 2014","Oct 2014","Nov 2014","Dec 2014","Jan 2015","Feb 2015","Mar 2015","Apr 2015","May 2015","Jun 2015","Jul 2015","Aug 2015","Sep 2015","Oct 2015","Nov 2015","Dec 2015","Jan 2016","Feb 2016","Mar 2016","Apr 2016","May 2016","Jun 2016","Jul 2016","Aug 2016","Sep 2016","Oct 2016","Nov 2016","Dec 2016","Jan 2017","Feb 2017","Mar 2017","Apr 2017","May 2017","Jun 2017","Jul 2017","Aug 2017","Sep 2017","Oct 2017","Nov 2017","Dec 2017","Jan 2018","Feb 2018","Mar 2018","Apr 2018","May 2018","Jun 2018","Jul 2018","Aug 2018","Sep 2018","Oct 2018","Nov 2018","Dec 2018","Jan 2019","Feb 2019","Mar 2019","Apr 2019","May 2019","Jun 2019","Jul 2019","Aug 2019","Sep 2019","Oct 2019","Nov 2019","Dec 2019","Jan 2020","Feb 2020","Mar 2020","Apr 2020","May 2020","Jun 2020","Jul 2020","Aug 2020","Sep 2020","Oct 2020","Nov 2020","Dec 2020","Jan 2021","Feb 2021","Mar 2021","Apr 2021","May 2021","Jun 2021","Jul 2021","Aug 2021","Sep 2021","Oct 2021","Nov 2021","Dec 2021","Jan 2022","Feb 2022","Mar 2022","Apr 2022","May 2022","Jun 2022","Jul 2022","Aug 2022","Sep 2022","Oct 2022","Nov 2022","Dec 2022","Jan 2023","Feb 2023","Mar 2023","Apr 2023","May 2023","Jun 2023","Jul 2023","Aug 2023"
"Oregon : nuclear","thousand megawatthours","ELEC.GEN.NUC-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Oregon : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-OR-99.M",2805,2494,2823,2521,2865,2440,1906,1876,1809,1903,2315,2888,3337,2965,2892,3281,3298,3700,2944,2271,2237,2337,2559,2592,2847,2758,3404,3372,3377,3323,2253,2077,2027,2244,2475,3093,3160,2859,3215,2686,3083,3091,2312,1956,2376,2412,2611,3317,3100,2767,2779,2412,3355,2730,2196,1754,1982,2343,2608,2922,4128,3722,3683,4163,4224,3789,2520,1890,2091,2186,2282,3172,3764,2870,4014,3300,3557,2784,2194,1800,1881,2108,2388,2927,3323,2846,3176,2508,3806,4132,2719,1748,2021,2135,2488,2903,3758,2599,2949,3456,3634,3731,2154,1531,1824,2048,2442,2907,2737,2458,2506,2042,2781,4114,2402,1594,1946,2298,2604,3060,4112,3898,4496,3884,4196,4306,3879,2528,2651,2619,2717,3030,3232,3000,4024,3971,4241,3737,3742,2548,2407,2117,2689,3704,3741,2759,2780,3231,3472,2978,2559,1843,2095,2340,2467,2833,2882,2505,4478,3470,3672,3371,2726,1902,1978,2103,2676,3500,3966,3979,3949,2546,2303,1858,1628,1644,2010,2014,2533,2825,3218,3419,4328,3862,3251,2448,1915,1607,1955,2430,2864,3253,3697,3493,4275,4018,4208,4064,2691,1951,2314,2008,2436,3136,3897,3600,3616,3543,3969,3443,2469,1943,1954,1931,2505,2573,2755,2590,3061,3093,3417,2776,1990,1875,1832,1900,2474,2559,2886,3303,2654,1964,3369,3408,2838,2246,2017,2006,2566,2665,3340,2674,2425,1746,2145,2482,1926,1845,1672,1758,2342,3305,3558,2996,3206,1842,2382,3395,3036,2391,1939,1651,2352,2555,2495,2186,2104,1515,3334,1929,1762,1850
"Oregon : other renewables","thousand megawatthours","ELEC.GEN.AOR-OR-99.M",51,40,87,75,62,69,73,77,71,80,72,81,92,73,101,83,75,77,95,97,92,94,89,81,91,90,132,73,83,70,77,76,89,104,118,79,94,72,122,84,102,92,91,102,90,109,65,93,112,102,145,120,128,134,132,142,135,143,162,145,180,136,146,128,136,138,145,156,146,178,196,143,159,153,165,167,175,180,188,206,191,176,182,286,267,222,316,324,327,420,341,316,219,239,192,238,285,162,411,416,395,492,404,519,390,353,294,151,212,144,395,576,534,564,532,544,352,327,306,270,365,372,367,564,503,618,524,640,332,436,487,283,479,539,666,560,695,764,795,721,505,484,342,657,560,742,680,1040,762,745,955,728,747,443,557,676,556,646,757,824,870,1120,862,776,668,505,755,576,346,527,532,757,734,760,928,852,636,550,645,684,426,485,710,883,934,880,916,751,722,529,548,598,311,425,633,807,667,863,985,722,596,694,503,371,462,898,765,870,936,1055,978,1014,684,471,579,522,390,433,461,833,840,1126,1104,945,813,649,451,345,749,1090,926,1015,920,1050,1297,1180,601,896,707,577,513,1212,1068,1196,1268,1142,1432,1257,712,856,621,748,500,850,859,1065,1226,929,1218,1191,958,815,718,594,801,1062,1056,1069,1198,1216,1242,1076
"Oregon : wind","thousand megawatthours","ELEC.GEN.WND-OR-99.M",3,3,8,6,6,6,7,5,5,7,7,25,37,21,44,33,30,31,34,26,25,23,30,40,28,36,67,27,43,28,26,22,36,45,54,33,50,32,79,44,63,52,52,58,54,61,23,52,40,33,72,55,55,69,58,62,63,69,88,70,112,69,70,66,71,70,70,73,72,86,114,59,73,75,100,97,109,121,101,105,98,79,84,206,183,159,239,261,269,383,264,235,136,153,121,173,211,90,339,364,336,448,321,443,314,273,233,98,145,77,320,499,477,511,465,460,274,251,240,202,289,305,296,516,464,570,475,571,263,378,427,221,398,465,589,499,654,709,741,660,419,397,249,564,438,636,563,959,698,682,852,615,649,343,459,561,448,533,638,711,787,1030,735,650,542,394,635,453,220,423,402,635,651,663,830,748,529,437,525,567,310,375,597,777,863,793,830,644,616,425,439,490,207,327,521,694,566,754,874,597,478,566,386,255,330,768,625,733,803,898,799,834,512,315,443,388,252,310,301,687,706,961,913,753,650,491,317,226,626,928,743,826,730,842,1039,939,404,704,556,440,358,1044,815,925,1002,859,1145,999,470,675,466,618,328,662,631,819,970,666,878,884,715,595,553,447,615,876,840,815,864,871,878,765
"Oregon : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,3,3,2,2,1,1,1,2,2,2,2,3,3,2,2,2,1,1,2,2,3,4,3,4,4,5,4,5,4,7,8,15,16,20,22,20,18,17,23,14,14,21,31,39,50,61,67,65,67,64,48,33,26,30,32,55,63,69,84,82,80,63,58,36,25,22,63,74,107,109,135,155,134,103,92,45,39,43,69,138,174,185,202,181,154,137,87,55,35,63,93,118,151,183,190,227,199,149,124,65,45,72,89,117,186,231,246,272,211
"Oregon : utility-scale photovoltaic","thousand megawatthours","ELEC.GEN.SPV-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,3,3,2,2,1,1,1,2,2,2,2,3,3,2,2,2,1,1,2,2,3,4,3,4,4,5,4,5,4,7,8,15,16,20,22,20,18,17,23,14,14,21,31,39,50,61,67,65,67,64,48,33,26,30,32,55,63,69,84,82,80,63,58,36,25,22,63,74,107,109,135,155,134,103,92,45,39,43,69,138,174,185,202,181,154,137,87,55,35,63,93,118,151,183,190,227,199,149,124,65,45,72,89,117,186,231,246,272,211
"Oregon : utility-scale thermal","thousand megawatthours","ELEC.GEN.STH-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",0,0,0,0,0,0,0,0,0,0,0,0,"--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Oregon : geothermal","thousand megawatthours","ELEC.GEN.GEO-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","NM",16,19,16,14,12,11,10,11,9,10,15,18,20,20,18,18,16,12,12,8,11,13,16,19,19,19,17,18,16,11,10,10,10,13,16,19,20,19,18,17,15,14,11,10,9,12,18,19,22,16,14,15,15,14,14,15,15,15,13,14,15,15,14,15,13,15,15,15,15,15,14,15,16,16,15,17,15,16,16,17,17,17,13,12,14,13,14,18,17,17,16,17,17,16,15,17,16,15,15,15,15,15,15,16,16,16,15,15,16,16,13,14,15,15,15,15,15,15,15,15,16,23,16,"NM",16,18,17,13,15
"Oregon : biomass","thousand megawatthours","ELEC.GEN.BIO-OR-99.M",48,37,80,69,56,63,66,72,66,73,65,56,55,52,57,50,45,45,61,70,67,70,59,41,63,54,65,46,40,42,51,54,53,59,65,46,44,39,43,41,39,40,39,44,36,48,42,41,72,69,73,64,73,66,74,80,72,74,74,75,68,67,76,62,66,68,75,83,75,92,82,84,86,78,66,70,67,59,87,101,93,97,98,80,84,63,78,63,59,37,77,81,83,86,71,65,75,72,71,51,60,44,83,76,76,80,61,53,68,67,75,77,57,53,67,84,78,77,66,68,75,67,71,48,39,48,48,69,68,58,59,62,81,74,77,60,41,53,54,60,85,86,83,77,103,90,102,67,51,52,91,101,86,83,77,92,88,94,99,95,68,75,116,113,110,92,100,102,106,85,111,103,68,84,85,91,91,96,100,96,96,90,93,89,54,73,72,94,90,83,85,83,82,76,82,81,66,72,75,91,87,93,88,87,96,85,87,74,56,76,98,98,94,93,88,92,92,76,88,67,49,65,93,95,84,87,86,80,88,85,92,65,64,57,86,90,77,85,89,82,97,84,100,82,67,66,90,89,89,78,84,78,92,81,95,80,58,58,98,92,79,80,85,87,91,80,83,52,84,82,79,85
"Oregon : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-OR-99.M",44,33,76,64,52,58,62,67,63,68,61,52,51,49,53,46,41,41,57,66,63,66,54,37,58,47,57,39,33,35,44,47,46,52,57,39,37,32,36,34,32,32,32,37,29,41,35,33,65,63,66,57,66,58,65,66,64,66,66,67,60,59,69,54,56,60,65,75,67,83,74,77,78,71,58,60,57,46,68,85,76,90,80,73,72,53,67,52,47,29,65,70,72,74,61,54,63,62,62,40,48,37,72,65,65,69,52,40,51,55,59,62,42,34,51,64,62,57,47,49,56,49,52,31,23,28,29,49,51,41,41,42,61,54,63,41,21,34,33,40,65,68,64,56,76,65,76,43,32,34,66,73,62,57,51,65,65,66,69,71,50,49,71,80,77,63,70,70,75,62,70,72,45,55,54,56,57,66,68,66,62,59,62,61,33,40,41,62,58,56,57,50,50,49,52,51,36,44,44,61,56,64,58,54,62,54,55,45,28,46,69,68,64,64,60,64,65,53,61,39,23,39,63,65,56,61,59,52,60,58,63,39,36,32,58,63,50,58,62,55,67,59,70,57,40,39,64,64,61,53,60,52,65,58,67,56,35,34,72,65,53,55,62,63,65,56,56,33,59,58,56,62
"Oregon : other biomass","thousand megawatthours","ELEC.GEN.WAS-OR-99.M",4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,7,7,6,8,8,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,8,9,14,8,9,9,8,7,8,7,8,9,9,10,8,8,9,8,8,8,7,7,10,10,12,19,16,17,7,18,7,12,11,10,11,12,8,12,11,11,12,10,10,11,10,10,11,11,7,11,12,11,12,9,13,17,12,16,16,16,19,16,20,16,20,19,19,19,18,19,17,17,20,19,20,17,17,18,21,20,19,14,19,20,19,21,20,20,18,19,21,27,25,26,24,19,18,24,28,24,25,26,27,22,28,30,24,18,26,44,33,33,29,30,32,31,24,40,31,23,30,31,34,34,30,32,29,34,31,32,28,21,32,31,32,32,27,28,33,32,27,30,30,31,28,31,30,31,29,30,32,34,30,31,29,28,29,30,30,30,29,28,28,27,24,27,27,26,26,30,30,28,26,27,28,29,27,29,26,28,26,29,28,27,27,27,27,30,25,30,25,27,27,26,25,28,25,24,27,27,24,28,24,23,24,26,27,26,25,23,24,26,24,27,18,25,24,23,23
"Oregon : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"Oregon : other","thousand megawatthours","ELEC.GEN.OTH-OR-99.M",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,2,4,4,4,4,4,4,3,3,3,3,3,3,2,3,3,3,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,5,4,4,4,5,4,4,3,4,4,4,5,4,4,4,4,5,4,3,4,2,0,0,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,3,2,4,4,4,4,3,4,3,3,3,4,3,2,4,4,4,4,3,3,4,4,3,4,3,3,2,3,4,4,4,3,4,4,3,3,3,4,4,3,3,3,2,2,-0,-0,-0,1,4,4,2,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,3,2,4,1,4,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,0,1,1,1
"Oregon : all solar","thousand megawatthours","ELEC.GEN.TSN-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",4,5,8,9,11,12,13,13,11,9,5,4,4,6,9,11,12,13,15,14,12,9,6,4,6,10,13,17,21,21,24,23,21,15,11,9,13,17,28,33,40,43,44,41,36,36,21,21,28,41,54,69,84,91,93,92,86,64,42,33,38,44,73,85,94,111,111,108,86,75,46,33,31,77,94,131,137,165,188,166,130,112,56,48,54,85,161,203,218,238,221,192,170,111,68,46,77,113,145,190,228,238,283,248,192,156,82,59,90,116,154,234,287,306,339,275
"Oregon : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",3,4,6,7,8,9,10,10,9,6,3,3,3,5,7,9,10,11,12,11,10,7,4,3,5,8,11,15,17,18,20,19,17,11,6,5,6,9,13,17,20,21,24,23,19,14,7,6,7,11,15,19,23,24,27,25,22,16,8,7,8,12,18,22,25,27,29,28,24,18,9,8,9,14,20,25,28,30,33,32,27,20,10,9,11,16,23,29,33,35,40,38,34,24,13,11,13,20,28,39,45,48,55,49,43,32,17,15,18,26,37,48,56,60,67,64
"Oregon : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,3,3,2,2,1,1,1,2,2,2,2,3,3,2,2,2,1,1,2,2,3,4,3,4,4,5,4,5,4,7,8,15,16,20,22,20,18,17,23,14,14,21,31,39,50,61,67,65,67,64,48,33,26,30,32,55,63,69,84,82,80,63,58,36,25,22,63,74,107,109,135,155,134,103,92,45,39,43,69,138,174,185,202,181,154,137,87,55,35,63,93,118,151,183,190,227,199,149,124,65,45,72,89,117,186,231,246,272,211
"Oregon : utility-scale photovoltaic","thousand megawatthours","ELEC.GEN.SPV-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,3,3,2,2,1,1,1,2,2,2,2,3,3,2,2,2,1,1,2,2,3,4,3,4,4,5,4,5,4,7,8,15,16,20,22,20,18,17,23,14,14,21,31,39,50,61,67,65,67,64,48,33,26,30,32,55,63,69,84,82,80,63,58,36,25,22,63,74,107,109,135,155,134,103,92,45,39,43,69,138,174,185,202,181,154,137,87,55,35,63,93,118,151,183,190,227,199,149,124,65,45,72,89,117,186,231,246,272,211
"Oregon : utility-scale thermal","thousand megawatthours","ELEC.GEN.STH-OR-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",0,0,0,0,0,0,0,0,0,0,0,0,"--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
