"Net generation for all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/0?agg=2,0,1&fuel=vvvvu&geo=0002&sec=g&freq=M&start=200101&end=202308&ctype=linechart&ltype=pin&rtype=s&maptype=0&rse=0&pin="
"Sat Nov 25 2023 16:35:41 GMT-0500 (Eastern Standard Time)"
"Source: U.S. Energy Information Administration"
"description","units","source key","Jan 2001","Feb 2001","Mar 2001","Apr 2001","May 2001","Jun 2001","Jul 2001","Aug 2001","Sep 2001","Oct 2001","Nov 2001","Dec 2001","Jan 2002","Feb 2002","Mar 2002","Apr 2002","May 2002","Jun 2002","Jul 2002","Aug 2002","Sep 2002","Oct 2002","Nov 2002","Dec 2002","Jan 2003","Feb 2003","Mar 2003","Apr 2003","May 2003","Jun 2003","Jul 2003","Aug 2003","Sep 2003","Oct 2003","Nov 2003","Dec 2003","Jan 2004","Feb 2004","Mar 2004","Apr 2004","May 2004","Jun 2004","Jul 2004","Aug 2004","Sep 2004","Oct 2004","Nov 2004","Dec 2004","Jan 2005","Feb 2005","Mar 2005","Apr 2005","May 2005","Jun 2005","Jul 2005","Aug 2005","Sep 2005","Oct 2005","Nov 2005","Dec 2005","Jan 2006","Feb 2006","Mar 2006","Apr 2006","May 2006","Jun 2006","Jul 2006","Aug 2006","Sep 2006","Oct 2006","Nov 2006","Dec 2006","Jan 2007","Feb 2007","Mar 2007","Apr 2007","May 2007","Jun 2007","Jul 2007","Aug 2007","Sep 2007","Oct 2007","Nov 2007","Dec 2007","Jan 2008","Feb 2008","Mar 2008","Apr 2008","May 2008","Jun 2008","Jul 2008","Aug 2008","Sep 2008","Oct 2008","Nov 2008","Dec 2008","Jan 2009","Feb 2009","Mar 2009","Apr 2009","May 2009","Jun 2009","Jul 2009","Aug 2009","Sep 2009","Oct 2009","Nov 2009","Dec 2009","Jan 2010","Feb 2010","Mar 2010","Apr 2010","May 2010","Jun 2010","Jul 2010","Aug 2010","Sep 2010","Oct 2010","Nov 2010","Dec 2010","Jan 2011","Feb 2011","Mar 2011","Apr 2011","May 2011","Jun 2011","Jul 2011","Aug 2011","Sep 2011","Oct 2011","Nov 2011","Dec 2011","Jan 2012","Feb 2012","Mar 2012","Apr 2012","May 2012","Jun 2012","Jul 2012","Aug 2012","Sep 2012","Oct 2012","Nov 2012","Dec 2012","Jan 2013","Feb 2013","Mar 2013","Apr 2013","May 2013","Jun 2013","Jul 2013","Aug 2013","Sep 2013","Oct 2013","Nov 2013","Dec 2013","Jan 2014","Feb 2014","Mar 2014","Apr 2014","May 2014","Jun 2014","Jul 2014","Aug 2014","Sep 2014","Oct 2014","Nov 2014","Dec 2014","Jan 2015","Feb 2015","Mar 2015","Apr 2015","May 2015","Jun 2015","Jul 2015","Aug 2015","Sep 2015","Oct 2015","Nov 2015","Dec 2015","Jan 2016","Feb 2016","Mar 2016","Apr 2016","May 2016","Jun 2016","Jul 2016","Aug 2016","Sep 2016","Oct 2016","Nov 2016","Dec 2016","Jan 2017","Feb 2017","Mar 2017","Apr 2017","May 2017","Jun 2017","Jul 2017","Aug 2017","Sep 2017","Oct 2017","Nov 2017","Dec 2017","Jan 2018","Feb 2018","Mar 2018","Apr 2018","May 2018","Jun 2018","Jul 2018","Aug 2018","Sep 2018","Oct 2018","Nov 2018","Dec 2018","Jan 2019","Feb 2019","Mar 2019","Apr 2019","May 2019","Jun 2019","Jul 2019","Aug 2019","Sep 2019","Oct 2019","Nov 2019","Dec 2019","Jan 2020","Feb 2020","Mar 2020","Apr 2020","May 2020","Jun 2020","Jul 2020","Aug 2020","Sep 2020","Oct 2020","Nov 2020","Dec 2020","Jan 2021","Feb 2021","Mar 2021","Apr 2021","May 2021","Jun 2021","Jul 2021","Aug 2021","Sep 2021","Oct 2021","Nov 2021","Dec 2021","Jan 2022","Feb 2022","Mar 2022","Apr 2022","May 2022","Jun 2022","Jul 2022","Aug 2022","Sep 2022","Oct 2022","Nov 2022","Dec 2022","Jan 2023","Feb 2023","Mar 2023","Apr 2023","May 2023","Jun 2023","Jul 2023","Aug 2023"
"New York : nuclear","thousand megawatthours","ELEC.GEN.NUC-NY-99.M",3333,3367,3334,3095,2676,3558,3451,3544,3546,3494,3520,3477,3768,3380,3101,2881,3669,3542,3675,3636,3499,2997,2368,3101,3726,3229,3228,2495,3685,3487,3505,2993,3387,3559,3610,3776,3609,3417,3243,2884,3709,3610,3693,3585,3061,2963,3082,3784,3822,3423,2992,2943,3681,3625,3451,3702,3560,3705,3729,3809,3839,3454,3359,3012,3284,3624,3702,3719,3666,3061,3583,3920,3886,3456,2775,2897,3650,3754,3838,3742,3635,3715,3193,3912,3908,3674,3443,2536,3703,3719,3790,3823,3382,3622,3683,3927,3921,3531,3215,3153,3717,3446,3866,3740,3508,3806,3696,3887,3649,3493,3366,2659,3782,3726,3812,3771,2909,3531,3252,3920,3859,3427,3126,3126,3059,3617,3825,3638,3746,3846,3760,3666,3648,3546,3236,3024,3061,3302,3672,3900,3414,3342,2754,3875,4045,3558,3184,3599,3730,3724,3663,3905,3762,3992,3829,3765,3930,3469,3010,2924,3597,3686,3853,3614,3232,3774,3913,4037,4036,3480,3123,3721,3572,3844,3899,3927,3481,3831,3814,3874,3875,3706,3378,2510,3081,3107,3667,3761,3663,3828,3440,3554,3488,3037,3275,2880,3274,3503,3901,3768,3713,3982,3689,3660,4030,3318,3573,2865,3418,3763,3862,3718,2962,3639,3784,3988,4031,3612,2796,3103,3920,3809,3922,3916,3917,3958,3885,3995,4007,3516,3128,3198,2896,3119,3164,3125,2711,3134,3169,3264,3274,2937,3071,2830,2475,2370,2468,2407,2378,2105,2382,2479,2477,2130,1760,2248,2450,2346,2380,2298,1729,2113,2396,2486,2470,2186,2140,1772,2451,2368,2386,2410
"New York : conventional hydroelectric","thousand megawatthours","ELEC.GEN.HYC-NY-99.M",2017,2013,2203,2043,2053,1921,1801,1698,1575,1740,1909,2110,2051,2047,2392,2221,2369,2258,2041,1849,1727,1798,2113,2182,1998,1712,2040,1861,2125,2065,1945,2078,1794,1955,2271,2425,2043,1833,2133,1890,1958,1969,2022,2020,1918,1890,2080,2233,2398,2197,2458,2365,2288,2087,2004,1850,1718,1888,2230,2301,2472,2318,2471,2187,2305,2135,2379,2317,1992,2156,2418,2195,2608,2067,2468,2159,2302,1986,1905,1913,1797,1851,2047,2150,2293,1915,2484,2259,2363,2174,2302,2197,1988,2035,2307,2407,2263,2079,2542,2329,2452,2246,2357,2300,2082,2160,2335,2469,2205,1978,2325,2052,2070,2064,2158,2073,1947,2012,2218,2369,2077,1800,2398,2174,2538,2520,2431,2312,2188,2322,2516,2721,2505,2417,2581,2148,2104,1917,1846,1786,1669,1668,1997,2016,2198,1878,2167,1913,1971,1918,2206,2096,1926,2071,2329,2300,2030,1935,2149,2095,2300,2198,2276,2243,2087,2176,2276,2324,2072,1802,2066,1990,2089,2101,2460,2410,2230,2184,2287,2324,2318,2171,2326,2350,2366,2265,2252,2210,2017,2079,2255,2279,2425,2262,2572,2402,2550,2573,2670,2611,2391,2385,2635,2669,2270,2245,2681,2452,2589,2484,2539,2475,2297,2379,2566,2653,2549,2248,2642,2303,2607,2543,2718,2674,2569,2514,2499,2754,2544,2372,2521,2467,2582,2425,2546,2497,2373,2385,2356,2482,2578,2077,2427,2311,2368,2341,2435,2447,2273,2374,2489,2647,2417,2213,2521,2186,2305,2337,2394,2295,2154,2122,2153,2334,2548,2167,2401,2132,2345,2115,2362,2362
"New York : other renewables","thousand megawatthours","ELEC.GEN.AOR-NY-99.M",154,141,156,141,159,154,153,159,147,138,145,154,138,125,140,141,134,161,168,162,156,155,150,178,144,126,134,136,149,138,158,152,140,151,151,155,154,146,180,147,149,155,168,162,155,164,164,168,159,142,168,152,166,165,172,168,171,170,178,177,215,217,205,206,204,201,217,209,212,235,209,268,239,222,270,244,212,219,219,226,225,215,240,244,273,238,259,245,283,336,269,244,245,260,282,384,333,357,356,463,396,330,330,323,331,381,376,491,408,365,419,409,385,351,355,348,431,451,446,446,332,474,467,480,352,359,344,330,329,425,507,496,576,466,484,452,347,395,330,336,389,456,423,538,601,423,493,575,481,418,364,388,411,522,650,562,641,547,612,633,499,393,464,410,450,577,682,538,674,509,629,576,515,421,397,409,377,589,613,610,666,612,582,435,432,479,437,427,395,531,578,751,558,571,623,607,566,544,480,448,458,615,583,553,627,599,504,559,525,464,466,465,457,589,587,596,649,597,668,607,505,556,482,492,497,603,586,685,590,602,711,680,582,495,532,501,583,601,776,669,495,514,846,586,576,674,493,489,601,584,629,733,596,701,803,764,628,681,663,578,540,721,769,789,621,816,876,799,783,678,703,744
"New York : wind","thousand megawatthours","ELEC.GEN.WND-NY-99.M",2,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,6,6,6,5,5,5,24,3,3,4,3,3,3,3,3,3,4,4,5,13,11,13,11,10,7,6,5,6,9,12,15,9,9,11,8,6,5,5,5,8,8,15,13,59,61,54,55,42,33,46,38,47,68,53,100,84,93,107,87,45,50,44,51,55,65,73,78,109,85,88,83,110,157,88,62,68,94,99,208,163,208,176,298,222,96,153,128,134,184,202,302,230,206,238,236,196,173,157,157,235,255,257,255,178,326,312,325,187,173,146,156,151,242,330,304,394,308,321,274,168,206,123,149,184,271,242,352,422,290,312,404,280,207,145,180,205,299,445,350,456,368,399,443,288,189,236,185,239,362,472,331,488,343,440,395,318,220,184,195,189,390,415,401,480,437,388,257,236,278,219,214,195,327,371,538,368,384,427,418,360,327,249,218,250,409,379,347,451,427,305,360,323,244,233,241,260,381,389,384,465,414,471,449,301,328,242,255,278,393,372,489,385,391,472,451,318,242,273,247,352,376,563,453,262,318,575,329,277,379,204,212,332,345,409,514,360,461,503,444,296,332,309,218,232,400,492,520,346,552,535,462,391,288,286,336
"New York : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NY-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",3,3,3,4,5,6,5,6,5,5,5,3,3,2,4,4,6,8,7,7,7,6,7,6,4,3,3,4,6,8,7,8,8,8,6,5,5,3,5,5,7,9,11,10,11,11,10,10,7,5,8,7,11,12,11,16,15,15,11,11,10,12,7,12,16,16,18,21,21,21,18,11,12,9,14,13,22,23,27,31,42,37,25,23,18,22,25,31,46,43,49,54,65,60,52,39,37,23,44,50,73,74,98,99,95,80,80,57,52,37,63,47,111,115,128,128,116,111,110,88,84,58,78,99,143,168,169,184,192,197,168,169,122,98,119,137,198,215,257,257,279,269
"New York : utility-scale photovoltaic","thousand megawatthours","ELEC.GEN.SPV-NY-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",3,3,3,4,5,6,5,6,5,5,5,3,3,2,4,4,6,8,7,7,7,6,7,6,4,3,3,4,6,8,7,8,8,8,6,5,5,3,5,5,7,9,11,10,11,11,10,10,7,5,8,7,11,12,11,16,15,15,11,11,10,12,7,12,16,16,18,21,21,21,18,11,12,9,14,13,22,23,27,31,42,37,25,23,18,22,25,31,46,43,49,54,65,60,52,39,37,23,44,50,73,74,98,99,95,80,80,57,52,37,63,47,111,115,128,128,116,111,110,88,84,58,78,99,143,168,169,184,192,197,168,169,122,98,119,137,198,215,257,257,279,269
"New York : utility-scale thermal","thousand megawatthours","ELEC.GEN.STH-NY-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"New York : geothermal","thousand megawatthours","ELEC.GEN.GEO-NY-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"New York : biomass","thousand megawatthours","ELEC.GEN.BIO-NY-99.M",153,140,154,139,157,152,151,157,145,136,144,152,134,121,136,136,129,155,162,156,151,150,145,153,141,123,131,133,146,136,155,149,137,147,147,150,142,135,167,136,139,149,162,156,148,155,152,154,150,133,157,144,160,160,167,163,163,162,163,164,156,156,151,151,161,168,171,171,165,168,155,167,155,129,163,157,166,169,175,175,170,150,167,167,164,153,172,161,173,179,181,182,177,166,183,176,170,149,180,165,174,234,177,195,197,196,173,189,178,159,181,173,190,178,197,191,196,196,189,191,153,149,156,155,164,186,198,175,179,183,173,189,179,154,158,172,174,183,202,181,200,181,178,184,175,129,175,162,195,204,212,202,200,217,201,210,181,174,207,182,204,196,221,217,204,211,206,204,181,161,182,172,186,191,202,203,178,189,192,204,178,168,183,166,184,186,203,197,188,193,197,200,184,174,180,172,187,195,210,209,189,195,192,197,162,159,177,176,175,189,191,187,172,185,179,189,159,152,152,115,155,175,175,178,166,171,177,173,161,161,166,155,166,154,164,174,151,168,160,179,170,149,160,142,170,167,173,167,159,152,136,161,158,140,157,153,163,165,162,162,140,152,155,172,156,127,143,122,136,133,138,140
"New York : wood and wood-derived fuels","thousand megawatthours","ELEC.GEN.WWW-NY-99.M",53,47,49,38,50,48,36,44,39,25,37,37,30,27,33,28,11,41,43,42,37,43,36,42,34,31,23,34,34,26,43,40,33,39,38,37,39,38,47,36,35,43,48,46,44,42,39,40,44,41,47,36,40,44,45,45,51,44,43,46,45,46,47,39,38,46,42,45,46,44,39,47,38,34,44,40,40,46,44,44,45,34,39,44,48,44,48,40,43,51,48,46,51,41,50,45,45,39,48,31,20,94,30,49,53,46,31,48,57,52,53,49,36,32,48,42,43,50,39,47,39,42,37,27,28,43,45,37,37,33,33,42,44,37,39,35,32,35,47,50,49,37,38,44,41,41,44,28,44,50,61,53,58,66,57,66,64,65,77,58,50,55,67,68,57,59,61,58,60,56,54,45,41,55,54,55,37,48,51,59,57,54,54,49,38,50,59,56,54,50,58,60,55,55,56,37,41,51,58,61,52,53,48,52,41,42,45,42,41,50,47,46,39,43,43,47,39,36,44,29,34,43,41,43,42,40,42,40,38,40,41,33,35,36,42,41,34,40,36,48,44,38,38,27,40,42,44,42,33,36,29,40,46,39,40,34,30,39,36,34,14,31,35,45,33,30,34,23,9,9,12,11
"New York : other biomass","thousand megawatthours","ELEC.GEN.WAS-NY-99.M",100,93,106,102,107,104,115,113,106,111,107,115,104,94,103,108,118,113,119,114,113,107,109,112,106,91,107,99,112,110,112,110,104,108,109,113,102,97,121,100,104,106,114,110,104,113,113,114,106,92,110,108,120,115,121,118,112,118,119,118,112,110,104,112,124,122,129,127,119,124,117,120,117,95,119,118,127,122,131,131,125,116,127,123,116,110,124,121,131,128,133,136,126,125,133,131,125,110,132,134,153,140,147,146,144,150,142,141,120,107,128,125,153,145,150,149,153,146,150,144,114,107,119,129,137,144,153,138,141,150,140,147,135,117,119,137,142,148,155,131,152,144,140,140,135,88,131,135,151,154,152,149,142,151,144,144,118,110,130,124,155,141,153,149,147,151,145,146,122,105,128,127,144,136,148,148,141,141,141,145,121,114,129,117,146,135,144,141,134,144,138,140,129,119,124,135,146,145,152,148,137,142,144,145,121,117,132,133,134,139,144,141,133,143,137,142,120,116,108,86,121,132,134,135,125,130,134,132,123,122,125,122,131,118,122,133,117,129,124,130,126,111,122,115,130,125,128,125,125,116,106,121,113,100,117,119,133,127,126,128,126,122,120,126,123,97,109,99,127,123,126,129
"New York : hydro-electric pumped storage","thousand megawatthours","ELEC.GEN.HPS-NY-99.M",-61,-57,-65,-88,-82,-98,-97,-86,-95,-58,-64,-77,-66,-58,-79,-74,-78,-98,-91,-101,-82,-71,-57,-67,-68,-66,-73,-60,-92,-102,-69,-72,-78,-83,-79,-71,-68,-48,-55,-54,-94,-80,-75,-74,-74,-77,-60,-55,-66,-36,-38,-50,-57,-71,-84,-80,-77,-81,-72,-69,-66,-61,-44,-67,-57,-86,-87,-80,-46,-35,-56,-71,-73,-43,-59,-73,-78,-71,-78,-76,-53,-35,-65,-65,-57,-55,-59,-60,-65,-67,-64,-61,-39,-34,-61,-51,-49,-37,-36,-32,-49,-43,-37,-49,-25,-48,-41,-33,-42,-39,-35,-39,-46,-41,-61,-55,-52,-46,-28,-47,-42,-31,-32,-37,-41,-46,-53,-42,-27,-39,-22,-20,-28,-20,-17,-35,-33,-49,-52,-44,-38,-43,-20,-36,-45,-39,-27,-30,-31,-42,-49,-27,-49,-35,-26,-44,-42,-47,-56,-37,-36,-41,-47,-41,-34,-47,-31,-33,-13,-30,-54,-28,-36,-43,-33,-41,-37,-50,-24,-33,-43,-28,-25,-34,-30,-44,-40,-60,-54,-39,-26,-47,-33,-26,-31,-37,-31,-30,-40,-43,-43,-44,-28,-29,-43,-29,-27,-32,-30,-41,-47,-45,-47,-33,-21,-36,-29,-15,-34,-35,-15,-22,-25,-39,-19,-24,-33,-25,-20,-17,-16,-15,-17,-36,-41,-48,-26,-26,-36,-29,-24,-32,-20,-24,-36,-28,-37,-50,-30,-34,-29,-37,-35,-35,-24,-34,-32,-44,-57,-55,-40,-38,-27,-31,-19,-12,-30,-28,-26,-41,-47,-32
"New York : other","thousand megawatthours","ELEC.GEN.OTH-NY-99.M",62,58,67,64,69,65,73,71,68,71,68,73,63,57,63,68,75,71,73,69,71,67,70,69,68,58,70,65,75,73,73,70,69,73,73,76,65,60,80,63,66,67,113,85,66,73,73,74,75,65,77,76,82,80,92,90,83,82,85,84,82,74,73,81,82,84,89,88,81,85,77,82,79,65,83,81,83,73,79,83,84,72,76,74,70,68,81,83,84,84,87,87,86,80,91,86,72,65,74,67,75,71,81,81,76,74,70,70,71,60,69,60,74,70,72,72,74,70,72,69,64,60,66,72,77,81,86,77,79,84,78,82,74,64,68,75,78,93,94,78,98,85,80,80,74,52,74,69,78,79,78,76,74,80,76,74,61,58,70,65,83,76,83,80,78,80,77,77,68,58,69,68,78,72,79,79,75,75,75,77,64,61,69,63,79,72,77,76,72,77,74,75,66,61,63,71,78,78,81,80,73,76,78,78,64,63,70,72,72,75,80,78,72,78,73,76,78,76,68,52,79,87,90,89,82,86,87,87,81,81,82,81,87,81,81,89,79,86,83,87,83,72,80,76,88,85,87,85,83,75,68,79,76,67,78,80,91,87,88,88,84,82,82,86,82,58,67,62,89,89,90,90
"New York : all solar","thousand megawatthours","ELEC.GEN.TSN-NY-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",19,23,32,37,41,44,47,45,42,35,27,28,31,36,50,63,74,71,78,78,70,58,42,39,49,56,83,96,101,112,115,112,95,78,58,59,61,81,111,128,144,150,158,152,131,102,77,69,87,99,144,166,187,199,218,201,162,134,96,100,116,141,203,221,246,254,278,262,226,176,135,117,160,193,269,298,351,349,355,323,290,219,170,152,203,202,349,385,426,425,421,392,355,273,230,202,249,308,436,507,545,564,590,571,488,420,303,277,320,380,536,600,703,684,735,696
"New York : small-scale solar photovoltaic","thousand megawatthours","ELEC.GEN.DPV-NY-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",16,19,26,30,33,36,39,38,35,30,23,24,26,30,43,54,62,61,68,67,60,48,35,34,41,50,72,83,91,96,99,96,84,67,48,46,54,69,95,112,126,129,137,131,113,91,64,61,74,86,123,143,160,168,176,164,137,110,77,78,91,110,158,178,197,200,214,202,174,137,97,94,116,143,196,224,253,250,260,243,211,162,118,115,140,155,237,270,297,297,306,281,244,185,145,144,171,208,293,340,376,381,398,374,320,251,181,179,201,244,338,385,447,427,456,427
"New York : all utility-scale solar","thousand megawatthours","ELEC.GEN.SUN-NY-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",3,3,3,4,5,6,5,6,5,5,5,3,3,2,4,4,6,8,7,7,7,6,7,6,4,3,3,4,6,8,7,8,8,8,6,5,5,3,5,5,7,9,11,10,11,11,10,10,7,5,8,7,11,12,11,16,15,15,11,11,10,12,7,12,16,16,18,21,21,21,18,11,12,9,14,13,22,23,27,31,42,37,25,23,18,22,25,31,46,43,49,54,65,60,52,39,37,23,44,50,73,74,98,99,95,80,80,57,52,37,63,47,111,115,128,128,116,111,110,88,84,58,78,99,143,168,169,184,192,197,168,169,122,98,119,137,198,215,257,257,279,269
"New York : utility-scale photovoltaic","thousand megawatthours","ELEC.GEN.SPV-NY-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",3,3,3,4,5,6,5,6,5,5,5,3,3,2,4,4,6,8,7,7,7,6,7,6,4,3,3,4,6,8,7,8,8,8,6,5,5,3,5,5,7,9,11,10,11,11,10,10,7,5,8,7,11,12,11,16,15,15,11,11,10,12,7,12,16,16,18,21,21,21,18,11,12,9,14,13,22,23,27,31,42,37,25,23,18,22,25,31,46,43,49,54,65,60,52,39,37,23,44,50,73,74,98,99,95,80,80,57,52,37,63,47,111,115,128,128,116,111,110,88,84,58,78,99,143,168,169,184,192,197,168,169,122,98,119,137,198,215,257,257,279,269
"New York : utility-scale thermal","thousand megawatthours","ELEC.GEN.STH-NY-99.M","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
